4,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,FALSE
3,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,FALSE
5,0,0,0,0,0,19,0,0,0,0,0,0,4.05,0,0,0,0,0,0,FALSE
2,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,FALSE
5,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,FALSE
3,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,FALSE
6,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,FALSE
5,8,0,0,0,0,11,0,1,0,0,0,0,2.77,0,0,0,0,0,0,FALSE
6,2,0,0,0,0,4,0,0,0,3,0,0,4,0,0,0,1,0,0,FALSE
2,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,FALSE
4,0,0,0,0,0,10,0,0,0,0,0,0,4.2,0,0,0,0,0,0,FALSE
8,0,0,0,0,0,6,0,0,0,0,0,0,3.86,0,0,0,0,0,0,FALSE
2,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,FALSE
2,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,FALSE
5,1,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,FALSE
4,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,FALSE
5,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,FALSE
3,5,0,0,0,0,16,0,1,0,1,0,0,3.75,0,0,0,11,0,0,FALSE
4,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,FALSE
4,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,FALSE
7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,FALSE
7,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,FALSE
5,0,0,0,0,0,2,0,0,0,0,0,0,4.5,0,0,0,0,0,0,FALSE
6,0,0,0,0,0,5,0,0,0,0,0,0,4.2,0,0,0,0,0,0,FALSE
10,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,FALSE
